experiment_name,measurement_id,time_s,power_watts
random_mixed_20260612_004142,1,36.1,115.02
random_mixed_20260612_004142,1,36.2,115.01
random_mixed_20260612_004142,1,36.3,115.2
random_mixed_20260612_004142,1,36.4,114.91
random_mixed_20260612_004142,1,36.5,115.01
random_mixed_20260612_004142,1,36.6,136.86
random_mixed_20260612_004142,1,36.7,156.06
random_mixed_20260612_004142,1,36.8,157.34
random_mixed_20260612_004142,1,36.9,158.32
random_mixed_20260612_004142,1,37.0,159.1
random_mixed_20260612_004142,1,37.1,158.75
random_mixed_20260612_004142,1,37.2,158.62
random_mixed_20260612_004142,1,37.3,157.98
random_mixed_20260612_004142,1,37.4,158.03
random_mixed_20260612_004142,1,37.5,157.94
random_mixed_20260612_004142,1,37.6,158.73
random_mixed_20260612_004142,1,37.7,158.75
random_mixed_20260612_004142,1,37.8,158.17
random_mixed_20260612_004142,1,37.9,158.17
random_mixed_20260612_004142,1,38.0,158.52
random_mixed_20260612_004142,1,38.1,159.21
random_mixed_20260612_004142,1,38.2,158.46
random_mixed_20260612_004142,1,38.3,158.27
random_mixed_20260612_004142,1,38.4,158.94
random_mixed_20260612_004142,1,38.5,159.43
random_mixed_20260612_004142,1,38.6,158.95
random_mixed_20260612_004142,1,38.7,159.14
random_mixed_20260612_004142,1,38.8,158.95
random_mixed_20260612_004142,1,38.9,158.75
random_mixed_20260612_004142,1,39.0,158.82
random_mixed_20260612_004142,1,39.1,159.41
random_mixed_20260612_004142,1,39.2,158.81
random_mixed_20260612_004142,1,39.3,158.89
random_mixed_20260612_004142,1,39.4,158.23
random_mixed_20260612_004142,1,39.5,158.32
random_mixed_20260612_004142,1,39.6,158.75
random_mixed_20260612_004142,1,39.7,159.23
random_mixed_20260612_004142,1,39.8,158.85
random_mixed_20260612_004142,1,39.9,158.27
random_mixed_20260612_004142,1,40.0,158.46
random_mixed_20260612_004142,1,40.1,159.06
random_mixed_20260612_004142,1,40.2,158.95
random_mixed_20260612_004142,1,40.3,158.93
random_mixed_20260612_004142,1,40.4,159.43
random_mixed_20260612_004142,1,40.5,159.21
random_mixed_20260612_004142,1,40.6,158.62
random_mixed_20260612_004142,1,40.7,158.81
random_mixed_20260612_004142,1,40.8,159.61
random_mixed_20260612_004142,1,40.9,159.89
random_mixed_20260612_004142,1,41.0,159.1
random_mixed_20260612_004142,1,41.1,158.42
random_mixed_20260612_004142,1,41.2,158.62
random_mixed_20260612_004142,1,41.3,159.62
random_mixed_20260612_004142,1,41.4,159.6
random_mixed_20260612_004142,1,41.5,159.31
random_mixed_20260612_004142,1,41.6,158.52
random_mixed_20260612_004142,1,41.7,159.02
random_mixed_20260612_004142,1,41.8,159.12
random_mixed_20260612_004142,1,41.9,158.56
random_mixed_20260612_004142,1,42.0,158.44
random_mixed_20260612_004142,1,42.1,159.25
random_mixed_20260612_004142,1,42.2,159.06
random_mixed_20260612_004142,1,42.3,158.56
random_mixed_20260612_004142,1,42.4,158.46
random_mixed_20260612_004142,1,42.5,159.33
random_mixed_20260612_004142,1,42.6,159.43
random_mixed_20260612_004142,1,42.7,158.56
random_mixed_20260612_004142,1,42.8,158.85
random_mixed_20260612_004142,1,42.9,159.35
random_mixed_20260612_004142,1,43.0,159.42
random_mixed_20260612_004142,1,43.1,159.6
random_mixed_20260612_004142,1,43.2,159.12
random_mixed_20260612_004142,1,43.3,159.21
random_mixed_20260612_004142,1,43.4,159.41
random_mixed_20260612_004142,1,43.5,159.52
random_mixed_20260612_004142,1,43.6,158.82
random_mixed_20260612_004142,1,43.7,159.21
random_mixed_20260612_004142,1,43.8,159.19
random_mixed_20260612_004142,1,43.9,158.62
random_mixed_20260612_004142,1,44.0,158.81
random_mixed_20260612_004142,1,44.1,159.41
random_mixed_20260612_004142,1,44.2,159.21
random_mixed_20260612_004142,1,44.3,158.62
random_mixed_20260612_004142,1,44.4,158.81
random_mixed_20260612_004142,1,44.5,159.3
random_mixed_20260612_004142,1,44.6,159.64
random_mixed_20260612_004142,1,44.7,158.75
random_mixed_20260612_004142,1,44.8,158.73
random_mixed_20260612_004142,1,44.9,159.34
random_mixed_20260612_004142,1,45.0,159.51
random_mixed_20260612_004142,1,45.1,158.81
random_mixed_20260612_004142,1,45.2,158.81
random_mixed_20260612_004142,1,45.3,159.81
random_mixed_20260612_004142,1,45.4,160.02
random_mixed_20260612_004142,1,45.5,159.99
random_mixed_20260612_004142,1,45.6,159.62
random_mixed_20260612_004142,1,45.7,159.6
random_mixed_20260612_004142,1,45.8,159.7
random_mixed_20260612_004142,1,45.9,159.59
random_mixed_20260612_004142,1,46.0,159.5
random_mixed_20260612_004142,1,46.1,159.31
random_mixed_20260612_004142,1,46.2,159.6
random_mixed_20260612_004142,1,46.3,159.49
random_mixed_20260612_004142,1,46.4,159.12
random_mixed_20260612_004142,1,46.5,159.01
random_mixed_20260612_004142,1,46.6,159.5
