experiment_name,measurement_id,time_s,power_watts
single_qwen3.5-27b_mixed_20260611_181840,1,32.2,161.75
single_qwen3.5-27b_mixed_20260611_181840,1,32.3,161.94
single_qwen3.5-27b_mixed_20260611_181840,1,32.4,161.83
single_qwen3.5-27b_mixed_20260611_181840,1,32.5,161.84
single_qwen3.5-27b_mixed_20260611_181840,1,32.6,162.04
single_qwen3.5-27b_mixed_20260611_181840,1,32.7,161.94
single_qwen3.5-27b_mixed_20260611_181840,1,32.8,160.67
single_qwen3.5-27b_mixed_20260611_181840,1,32.9,161.93
single_qwen3.5-27b_mixed_20260611_181840,1,33.0,162.04
single_qwen3.5-27b_mixed_20260611_181840,1,33.1,162.13
single_qwen3.5-27b_mixed_20260611_181840,1,33.2,162.13
single_qwen3.5-27b_mixed_20260611_181840,1,33.3,162.25
single_qwen3.5-27b_mixed_20260611_181840,1,33.4,162.44
single_qwen3.5-27b_mixed_20260611_181840,1,33.5,162.73
single_qwen3.5-27b_mixed_20260611_181840,1,33.6,160.86
single_qwen3.5-27b_mixed_20260611_181840,1,33.7,162.04
single_qwen3.5-27b_mixed_20260611_181840,1,33.8,162.13
single_qwen3.5-27b_mixed_20260611_181840,1,33.9,162.44
single_qwen3.5-27b_mixed_20260611_181840,1,34.0,162.25
single_qwen3.5-27b_mixed_20260611_181840,1,34.1,162.83
single_qwen3.5-27b_mixed_20260611_181840,1,34.2,162.43
single_qwen3.5-27b_mixed_20260611_181840,1,34.3,161.84
single_qwen3.5-27b_mixed_20260611_181840,1,34.4,161.55
single_qwen3.5-27b_mixed_20260611_181840,1,34.5,161.46
single_qwen3.5-27b_mixed_20260611_181840,1,34.6,161.65
single_qwen3.5-27b_mixed_20260611_181840,1,34.7,161.54
single_qwen3.5-27b_mixed_20260611_181840,1,34.8,252.38
single_qwen3.5-27b_mixed_20260611_181840,1,34.9,260.39
single_qwen3.5-27b_mixed_20260611_181840,1,35.0,162.8
single_qwen3.5-27b_mixed_20260611_181840,1,35.1,160.89
single_qwen3.5-27b_mixed_20260611_181840,1,35.2,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,35.3,166.88
single_qwen3.5-27b_mixed_20260611_181840,1,35.4,164.13
single_qwen3.5-27b_mixed_20260611_181840,1,35.5,164.12
single_qwen3.5-27b_mixed_20260611_181840,1,35.6,164.25
single_qwen3.5-27b_mixed_20260611_181840,1,35.7,160.8
single_qwen3.5-27b_mixed_20260611_181840,1,35.8,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,35.9,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,36.0,160.97
single_qwen3.5-27b_mixed_20260611_181840,1,36.1,161.2
single_qwen3.5-27b_mixed_20260611_181840,1,36.2,161.08
single_qwen3.5-27b_mixed_20260611_181840,1,36.3,161.38
single_qwen3.5-27b_mixed_20260611_181840,1,36.4,160.87
single_qwen3.5-27b_mixed_20260611_181840,1,36.5,160.59
single_qwen3.5-27b_mixed_20260611_181840,1,36.6,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,36.7,160.69
single_qwen3.5-27b_mixed_20260611_181840,1,36.8,160.67
single_qwen3.5-27b_mixed_20260611_181840,1,36.9,160.8
single_qwen3.5-27b_mixed_20260611_181840,1,37.0,160.89
single_qwen3.5-27b_mixed_20260611_181840,1,37.1,160.87
single_qwen3.5-27b_mixed_20260611_181840,1,37.2,160.75
single_qwen3.5-27b_mixed_20260611_181840,1,37.3,160.97
single_qwen3.5-27b_mixed_20260611_181840,1,37.4,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,37.5,160.96
single_qwen3.5-27b_mixed_20260611_181840,1,37.6,160.95
single_qwen3.5-27b_mixed_20260611_181840,1,37.7,161.19
single_qwen3.5-27b_mixed_20260611_181840,1,37.8,161.08
single_qwen3.5-27b_mixed_20260611_181840,1,37.9,161.37
single_qwen3.5-27b_mixed_20260611_181840,1,38.0,161.37
single_qwen3.5-27b_mixed_20260611_181840,1,38.1,161.08
single_qwen3.5-27b_mixed_20260611_181840,1,38.2,160.78
single_qwen3.5-27b_mixed_20260611_181840,1,38.3,161.17
single_qwen3.5-27b_mixed_20260611_181840,1,38.4,161.17
single_qwen3.5-27b_mixed_20260611_181840,1,38.5,161.1
single_qwen3.5-27b_mixed_20260611_181840,1,38.6,161.1
single_qwen3.5-27b_mixed_20260611_181840,1,38.7,161.59
single_qwen3.5-27b_mixed_20260611_181840,1,38.8,161.84
single_qwen3.5-27b_mixed_20260611_181840,1,38.9,160.89
single_qwen3.5-27b_mixed_20260611_181840,1,39.0,160.87
single_qwen3.5-27b_mixed_20260611_181840,1,39.1,160.95
single_qwen3.5-27b_mixed_20260611_181840,1,39.2,160.98
single_qwen3.5-27b_mixed_20260611_181840,1,39.3,160.75
single_qwen3.5-27b_mixed_20260611_181840,1,39.4,161.19
single_qwen3.5-27b_mixed_20260611_181840,1,39.5,230.74
single_qwen3.5-27b_mixed_20260611_181840,1,39.6,161.55
single_qwen3.5-27b_mixed_20260611_181840,1,39.7,161.26
single_qwen3.5-27b_mixed_20260611_181840,1,39.8,379.53
single_qwen3.5-27b_mixed_20260611_181840,1,39.9,318.15
single_qwen3.5-27b_mixed_20260611_181840,1,40.0,361.92
single_qwen3.5-27b_mixed_20260611_181840,1,40.1,314.07
single_qwen3.5-27b_mixed_20260611_181840,1,40.2,255.82
single_qwen3.5-27b_mixed_20260611_181840,1,40.3,393.26
single_qwen3.5-27b_mixed_20260611_181840,1,40.4,318.5
single_qwen3.5-27b_mixed_20260611_181840,1,40.5,317.64
single_qwen3.5-27b_mixed_20260611_181840,1,40.6,395.64
single_qwen3.5-27b_mixed_20260611_181840,1,40.7,256.88
single_qwen3.5-27b_mixed_20260611_181840,1,40.8,343.61
single_qwen3.5-27b_mixed_20260611_181840,1,40.9,312.85
single_qwen3.5-27b_mixed_20260611_181840,1,41.0,292.56
single_qwen3.5-27b_mixed_20260611_181840,1,41.1,266.23
single_qwen3.5-27b_mixed_20260611_181840,1,41.2,377.37
single_qwen3.5-27b_mixed_20260611_181840,1,41.3,312.51
single_qwen3.5-27b_mixed_20260611_181840,1,41.4,188.79
single_qwen3.5-27b_mixed_20260611_181840,1,41.5,306.65
single_qwen3.5-27b_mixed_20260611_181840,1,41.6,368.86
single_qwen3.5-27b_mixed_20260611_181840,1,41.7,286.44
single_qwen3.5-27b_mixed_20260611_181840,1,41.8,196.17
single_qwen3.5-27b_mixed_20260611_181840,1,41.9,358.99
single_qwen3.5-27b_mixed_20260611_181840,1,42.0,322.69
